0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,True,0.025870470330119133,0.21661081910133362,0.5888091921806335,0.16869665682315826
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,False,0.0796009823679924,0.21637792885303497,0.5881761312484741,0.11581873893737793
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,True,0.011653381399810314,0.12528567016124725,0.8169651627540588,0.0460900217294693
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,False,0.16608117520809174,0.04758305102586746,0.7443242073059082,0.04199190065264702
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,True,0.07612735778093338,0.34117913246154785,0.4964126944541931,0.08626358211040497
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,False,0.1032710000872612,0.07097704708576202,0.7630752325057983,0.06263703107833862
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.00706057483330369,0.05911746993660927,0.9247528910636902,0.009065958671271801
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.03809550404548645,0.36144009232521057,0.3189697563648224,0.2814898192882538
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,True,0.020598746836185455,0.17247121036052704,0.7729622721672058,0.033961594104766846
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.003483101027086377,0.1017911359667778,0.852286696434021,0.04243285581469536
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.024467548355460167,0.14080099761486053,0.810253918170929,0.024467548355460167
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.010054856538772583,0.03976772725582123,0.9051092863082886,0.04506273567676544
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.0017513154307380319,0.03985975310206413,0.9072037935256958,0.05118094012141228
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.02586483769118786,0.11591816693544388,0.7558813691139221,0.10229741781949997
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,False,0.01769811287522316,0.31370657682418823,0.6641167998313904,0.004474783781915903
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,False,0.02150501124560833,0.14023028314113617,0.8069695830345154,0.03128960728645325
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.052774883806705475,0.2365206480026245,0.64292973279953,0.0677642896771431
