0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
The main factor preventing subsistence economies from advancing economically is the lack of,a currency.,a well-connected transportation infrastructure.,government activity.,a banking service.,B,False,0.03319445997476578,0.042622532695531845,0.16857539117336273,0.755502462387085
The tendency for a population to continue to grow long after replacement fertility has been achieved is called,zero population growth.,rapid growth rate.,homeostatic plateau.,demographic momentum.,D,True,0.007041448261588812,0.0037690158933401108,0.06680740416049957,0.9222477674484253
The tendency for migration to decrease with distance is called,push factors.,pull factors.,distance decay.,migration selectivity.,C,False,0.0732269361615181,0.018514670431613922,0.12073081731796265,0.7872637510299683
"Which zone contains low-income slums, ethnic ghettos, and general deterioration in Burgess's concentric zone model of urban form?",First,Second,Third,Fourth,A,False,0.06258378177881241,0.005137189757078886,0.5240076184272766,0.4080975353717804
Which of the following statements is TRUE concerning women in the labor force?,Most women work in agriculture,The percentage of women economically active in the labor force declined worldwide,The percentage of women in the total labor force declined,Women spend more hours per day working than men in all regions except Anglo America and Australia,D,False,0.0015649980632588267,0.0042541055008769035,0.9186309576034546,0.07540582120418549
All the following factors can be considered pull factors of migration EXCEPT,safety.,better climate.,better schools.,overcrowding.,D,True,0.006656305398792028,0.0013107041595503688,0.004037253092974424,0.9878832697868347
Which of the following countries does NOT have a well-known example of a relict boundary?,Vietnam,United Kingdom,Germany,Bolivia,D,True,0.019931303337216377,0.01758931204676628,0.11469672620296478,0.8475005626678467
Which form of migration below are farm workers from another country most likely to be practicing during the year?,Chain migration,Cluster migration,Circular migration,International migration,C,False,0.14996148645877838,0.009586717002093792,0.2472447007894516,0.5931091904640198
Which of the following is a centrifugal force in a country?,Religious differences,A national holiday,An attack by another country,A charismatic national leader,A,False,0.013282249681651592,0.009128748439252377,0.046359606087207794,0.9311575889587402
Early settlements and high population density along coastlines and rivers are best attributed to which of the following?,Mediterranean climate,Limited forest cover,Growth of manufacturing,Access to trade routes,D,True,0.031954504549503326,0.031954504549503326,0.20836955308914185,0.7272811532020569
The first stage of the demographic transition exhibits,high birth rates with high but fluctuating death rates.,declining birth rates with continuing high death rates.,low birth rates with continuing high death rates.,high birth rates with declining death rates.,A,True,0.6441826224327087,0.1268470734357834,0.01945262961089611,0.20913547277450562
What is the population statistic that tells us the level of fertility at which a population will have just enough births to replace parents and compensate for early deaths?,Crude birth rate,Replacement level,Mortality rate,Total fertility rate,B,False,0.04304397478699684,0.029583662748336792,0.0626286193728447,0.8645613789558411
What is the most rapidly growing religion in the United States today?,Islam,Christianity,Hinduism,Buddhism,A,False,0.005148044787347317,0.0007894782465882599,0.012349517084658146,0.9810436367988586
The outlying area serviced by a urban center is referred to as a,redline area.,threshold.,range.,hinterland.,D,False,0.05396764352917671,0.04203004017472267,0.4518655240535736,0.4518655240535736
The best definition of an urban area is,the central city and its developed areas.,the central city and its surrounding suburbs.,the central city and its hinterlands.,the central city and the adjacent counties.,B,False,0.7580540776252747,0.04276648536324501,0.19166608154773712,0.007431700825691223
Which of the following religions developed first?,Buddhism,Christianity,Islam,Hinduism,D,True,0.08701426535844803,0.019415508955717087,0.06776677817106247,0.8255683779716492
Which one of the following is NOT a characteristic of world cities?,World cities contain the headquarters of many transnational corporations.,World cities are well connected to secondary-level world cities.,World cities contain many offices of multinational organizations.,World cities are found only in the northern and western hemispheres.,D,True,0.09746114164590836,0.019191237166523933,0.06698399782180786,0.8160321116447449
Which type of transportation system created the star-shaped city pattern?,Highways to airports that link cities,Interstate highways that link cities,Beltways around cities,Streetcar and trolley lines extending from the CBD,D,False,0.5357027649879456,0.09309117496013641,0.1739172339439392,0.1970740705728531
In which urban US setting below would you expect to find planned communities?,Ghettos,Suburbs,CBDs,Transition zones,B,False,0.05238199979066849,0.01700594462454319,0.11089269816875458,0.8193923830986023
The latitude and longitude coordinates of a place are an example of,a formal region.,a functional region.,an absolute location.,a relative location.,C,False,0.013750030659139156,0.010708535090088844,0.3129492700099945,0.6625136137008667
