0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
 What can murtis be translated as?,Offerings,Prayers,Apparitions,Idols,D,False,0.3939461410045624,0.04705015942454338,0.21086418628692627,0.34765625
 Naturalists who concentrated on natural elements and processes are associated with which of the following?,Daoism,Yin-Yang School,Mengzi,Humanistic Buddhism,B,False,0.19678281247615814,0.04390817508101463,0.6868394613265991,0.07239234447479248
 When was the first Buddhist temple constructed in Japan?,325 CE,119 CE,451 CE,596 CE,D,False,0.3956174850463867,0.18687647581100464,0.2719036638736725,0.1455395519733429
 What is the name of the ten day New Year festival that celebrated Babylon's culture?,Akitu,Wag and Thoth,Bast,Nehebkau,A,False,0.07619491964578629,0.05934065952897072,0.5630085468292236,0.3013567626476288
Which of the following terms denote the Japanese art of flower arranging?,Zazen,Tariki,Kami,Ikebana,D,False,0.07354594022035599,0.01448205579072237,0.7906934022903442,0.1212567687034607
 Guru Nanak and his successors instructed the use of particular Sikh Ragas in order to promote which of the following?,Harmony and balance,Devotion and piety,Love and passion,Goodwill and love,A,False,0.23961780965328217,0.16468675434589386,0.507270872592926,0.08815045654773712
" Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",Shabad,Khalse,Nam,Guru,A,False,0.1425553262233734,0.0763043612241745,0.3419724404811859,0.43910130858421326
What is the mi'raj?,Muhammad's miraculous ascent to heaven,Muhammad's migration to Mecca,Muhammad's first community in Mecca,Muhammad's revelations of the Qur'an,A,True,0.686724841594696,0.023498430848121643,0.09293809533119202,0.1967499554157257
"What is the name of the most famous dharmashastras, which probably dates from around the first century?",Laws of Dharma,Laws of Karma,Laws of Vishnu,Laws of Manu,D,False,0.31395986676216125,0.03749715909361839,0.5176323056221008,0.13087794184684753
"What does the term ""Qur'an"" literally mean?",The Holy Book,The Narrative,The Recitation,The Pillars,C,True,0.32545971870422363,0.08228909969329834,0.417898565530777,0.17420603334903717
 Mani referred to God by which of the following names?,Mother of Light,Father of Goodness,Ineffable Lover,Eternal Spirit,B,False,0.15518809854984283,0.05038219690322876,0.3722768723964691,0.4218449592590332
" Which tradition is known to promote ""gradual enlightenment""?",Bushido,Shinto,Nichiren,Soto Zen,D,False,0.23797306418418884,0.011847980320453644,0.4445921778678894,0.30556344985961914
What is the communal meal offered at the place of worship called in Sikhism?,Sangat,Langar,Gurdwara,Panth,B,False,0.07380283623933792,0.0060581061989068985,0.37480172514915466,0.5453333258628845
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,False,0.23580928146839142,0.024854112416505814,0.6409960389137268,0.09829992800951004
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,False,0.19642940163612366,0.06377129256725311,0.32385730743408203,0.4158410131931305
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,False,0.022498929873108864,0.0093789491802454,0.6575151085853577,0.31058815121650696
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,False,0.4910854697227478,0.01680402085185051,0.43338140845298767,0.058651797473430634
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.16291771829128265,0.008111195638775826,0.6443520784378052,0.18460996448993683
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.07870197296142578,0.019898975268006325,0.6589635610580444,0.24241916835308075
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.7098355293273926,0.035340629518032074,0.051420316100120544,0.2033713012933731
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,False,0.3827380836009979,0.04034029692411423,0.4914454519748688,0.08540040254592896
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.42114123702049255,0.020967386662960052,0.1367245465517044,0.42114123702049255
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,True,0.4166813790798187,0.15328852832317352,0.3245117962360382,0.10535355657339096
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.4639149606227875,0.05540674552321434,0.409403532743454,0.07114367187023163
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,False,0.16690082848072052,0.03724060580134392,0.7479975819587708,0.047817882150411606
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,False,0.06988967210054398,0.0480344220995903,0.7513847947120667,0.13057109713554382
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,False,0.14409807324409485,0.04678179323673248,0.6458027362823486,0.16328449547290802
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,True,0.0292966328561306,0.012212653644382954,0.10225529968738556,0.8561731576919556
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,False,0.044503360986709595,0.011252210475504398,0.15533196926116943,0.7888408899307251
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.087747722864151,0.025140143930912018,0.6483728885650635,0.23852308094501495
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,False,0.250901460647583,0.011023839935660362,0.6820208430290222,0.05598367750644684
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,False,0.03244960680603981,0.017369024455547333,0.7385496497154236,0.21159802377223969
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,False,0.3818172216415405,0.03134146332740784,0.4902630150318146,0.09653850644826889
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.09357035905122757,0.002825580071657896,0.1201467216014862,0.7834550142288208
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,False,0.1899556815624237,0.025707706809043884,0.7512893080711365,0.033009350299835205
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.27381375432014465,0.01750432699918747,0.31027162075042725,0.39839664101600647
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,False,0.0625055804848671,0.02605620212852955,0.14994308352470398,0.7614738941192627
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,False,0.016797460615634918,0.006179440300911665,0.2627565264701843,0.7142462134361267
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,False,0.026771916076540947,0.016237987205386162,0.1745748221874237,0.7823900580406189
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.03378957882523537,0.0045729223638772964,0.2829166650772095,0.6786818504333496
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,False,0.015422150492668152,0.005006839521229267,0.9541347026824951,0.025426827371120453
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.07791551202535629,0.025295468047261238,0.44837287068367004,0.44837287068367004
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,False,0.24439655244350433,0.054532241076231,0.456592857837677,0.24439655244350433
When was the current Dalai Lama born?,1935,2000,1965,1975,A,False,0.13686448335647583,0.05705360695719719,0.32832083106040955,0.4777039885520935
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.034424252808094025,0.007681089453399181,0.5384859442710876,0.4193732738494873
