0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.08078062534332275,0.17101259529590607,0.5968925952911377,0.15091808140277863
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,False,0.24856503307819366,0.09144195169210434,0.5262121558189392,0.13304726779460907
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,False,0.3669717609882355,0.13500136137008667,0.4158334732055664,0.08188246190547943
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.28707942366600037,0.28707942366600037,0.36861729621887207,0.056529294699430466
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.058289047330617905,0.12339791655540466,0.8046554327011108,0.013006043620407581
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.12472700327634811,0.035734888166189194,0.6334160566329956,0.20564007759094238
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.5019993185997009,0.1438252031803131,0.1438252031803131,0.20926444232463837
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.28734883666038513,0.09328849613666534,0.5368382930755615,0.08232682198286057
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,False,0.0993206650018692,0.08765017986297607,0.5043920278549194,0.3059292137622833
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.0952594056725502,0.0952594056725502,0.548180103302002,0.2589419484138489
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,False,0.1648666262626648,0.145494282245636,0.5754410624504089,0.1133110523223877
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,True,0.19672584533691406,0.08200753480195999,0.6866406798362732,0.03418582305312157
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,False,0.10618424415588379,0.13634325563907623,0.6924082040786743,0.06440399587154388
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.30302709341049194,0.098378486931324,0.4996072053909302,0.098378486931324
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,False,0.10536908358335495,0.28642284870147705,0.4722314476966858,0.13529658317565918
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.1829575151205063,0.12574473023414612,0.6385844349861145,0.05241820216178894
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,False,0.06539993733167648,0.0839751809835434,0.6204973459243774,0.22826825082302094
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,False,0.182913675904274,0.14245331287384033,0.4387871026992798,0.23486581444740295
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.4306686520576477,0.2305203229188919,0.17952939867973328,0.1584341675043106
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,True,0.44411295652389526,0.12724049389362335,0.3919283151626587,0.03645501285791397
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,True,0.5915843844413757,0.09072240442037582,0.24660906195640564,0.07065468281507492
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.3359070122241974,0.2616046667098999,0.38063251972198486,0.021473819389939308
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.11077093333005905,0.12551991641521454,0.6374427676200867,0.12551991641521454
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,True,0.06469694525003433,0.13696344196796417,0.5417008996009827,0.2558813989162445
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.05478162318468094,0.06207571551203728,0.856928825378418,0.025877008214592934
