0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
 What can murtis be translated as?,Offerings,Prayers,Apparitions,Idols,D,True,0.3259625732898712,0.04998797923326492,0.25385990738868713,0.3693639934062958
 Naturalists who concentrated on natural elements and processes are associated with which of the following?,Daoism,Yin-Yang School,Mengzi,Humanistic Buddhism,B,False,0.17194215953350067,0.05582144856452942,0.6800444722175598,0.0920340046286583
 When was the first Buddhist temple constructed in Japan?,325 CE,119 CE,451 CE,596 CE,D,False,0.3459644913673401,0.16342206299304962,0.3053126037120819,0.18518145382404327
 What is the name of the ten day New Year festival that celebrated Babylon's culture?,Akitu,Wag and Thoth,Bast,Nehebkau,A,False,0.08480385690927505,0.06604530662298203,0.5529906153678894,0.2959945499897003
Which of the following terms denote the Japanese art of flower arranging?,Zazen,Tariki,Kami,Ikebana,D,False,0.07949250936508179,0.01773717813193798,0.7542039752006531,0.14851155877113342
 Guru Nanak and his successors instructed the use of particular Sikh Ragas in order to promote which of the following?,Harmony and balance,Devotion and piety,Love and passion,Goodwill and love,A,False,0.19859075546264648,0.154662624001503,0.5398256182670593,0.10629795491695404
" Guru Nanak used what term to denote the ""divine word"" as part of divine revelation?",Shabad,Khalse,Nam,Guru,A,False,0.1233515664935112,0.06602533906698227,0.43053925037384033,0.37994956970214844
What is the mi'raj?,Muhammad's miraculous ascent to heaven,Muhammad's migration to Mecca,Muhammad's first community in Mecca,Muhammad's revelations of the Qur'an,A,True,0.4958849549293518,0.03170086443424225,0.20671559870243073,0.2654280960559845
"What is the name of the most famous dharmashastras, which probably dates from around the first century?",Laws of Dharma,Laws of Karma,Laws of Vishnu,Laws of Manu,D,False,0.27771756052970886,0.05468582734465599,0.518844723701477,0.14865149557590485
"What does the term ""Qur'an"" literally mean?",The Holy Book,The Narrative,The Recitation,The Pillars,C,True,0.25637856125831604,0.09431640803813934,0.4226967990398407,0.22625330090522766
 Mani referred to God by which of the following names?,Mother of Light,Father of Goodness,Ineffable Lover,Eternal Spirit,B,False,0.16209562122821808,0.059631649404764175,0.3888471722602844,0.3888471722602844
" Which tradition is known to promote ""gradual enlightenment""?",Bushido,Shinto,Nichiren,Soto Zen,D,False,0.14533093571662903,0.01192948967218399,0.4476507902145386,0.39505043625831604
What is the communal meal offered at the place of worship called in Sikhism?,Sangat,Langar,Gurdwara,Panth,B,False,0.074363112449646,0.008881406858563423,0.29411181807518005,0.6226347088813782
To which tradition do the anti-Han rebel group known as the Celestial Masters belong?,Buddhism,Daoism,Confucianism,Shamanism,B,False,0.1529402732849121,0.02657703123986721,0.6854307055473328,0.1349692940711975
"What does the word ""Islam"" mean in Arabic?",Worship,Submission,Obedience,Faith,B,False,0.20649603009223938,0.06703943759202957,0.3404543995857239,0.38578537106513977
What does the term anatman mean?,Suffering,Soul,Impermanence,No-self,D,False,0.023864196613430977,0.00994807668030262,0.5431466102600098,0.4230029881000519
 What genre of Sikh literature is denoted by the term janam-sakhis?,Spiritual narratives,Redemption narratives,Birth narratives,Theological narratives,C,True,0.3453157842159271,0.025014590471982956,0.5024315118789673,0.12703457474708557
Pure Land Buddhism belongs to which school?,Vajrayana,Theravada,Mahayana,Mahavira,C,True,0.1499730795621872,0.009587458334863186,0.593155026435852,0.2472638040781021
 Which Jaina group only allows women to lead a life of semi-renunciation?,Svetambara,Jina,Agama,Digambara,D,False,0.06519782543182373,0.023984938859939575,0.6185797452926636,0.2921963930130005
What is the most important prayer in Judaism?,The Shema,The Sefirot,Deuteronomy,The Decalogue,A,True,0.6988034248352051,0.0506211519241333,0.0945727527141571,0.15592412650585175
 The socio-political alliance between the kshatriyas and the shramanas was rooted in their shared opposition to which of the following?,Brahminic orthodoxy,Legalistic asceticism,Bhakti devotionals,Unorthodox practices,A,False,0.2748229503631592,0.042145464569330215,0.5818001627922058,0.10110170394182205
 Which early battle led to the conversion of Mecca?,The Battle of Uhud,The Battle of Camel,The Battle of the Trench,The Battle of Badr,C,False,0.34579312801361084,0.025049172341823578,0.18508972227573395,0.44400718808174133
 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?,Remembering the Divine Name,Meditating on the sacred hymns,Remembering that death is inevitable,Meditating on the goodness of the created world,A,False,0.32396823167800903,0.13505007326602936,0.36710411310195923,0.17340771853923798
" During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?",Confucianism,Buddhism,Christianity,Daoism,A,True,0.4329582154750824,0.05859452113509178,0.4329582154750824,0.07523684948682785
"What is the meaning of the Punjabi word ""Sikh""?",Disciple,Faithful,Devotee,Enlightened,A,False,0.16187149286270142,0.036118410527706146,0.7254576683044434,0.07646267861127853
 Which of the following shuns politics?,The sages of the Zhuangzi,The Songs of the South,The Duke of Zhou,"The Confucian ""sage kings""",A,False,0.06110852584242821,0.04759136587381363,0.7444542646408081,0.14659172296524048
What does the Hebrew word mashiach mean?,Anointed one,God,Prophet,The line of David,A,False,0.16919001936912537,0.048473749309778214,0.5905311703681946,0.19171740114688873
"According to Jaina traditions, what does the term ajiva mean?",Soul,Sound,Non-matter,Non-soul,D,True,0.03847963362932205,0.016040697693824768,0.17245377600193024,0.77288419008255
" In the Japanese Zen tradition, what is zazen?",A collection of statues,Veneration of ancestors,Seated meditation,Funeral rituals,C,False,0.045431364327669144,0.013016304932534695,0.23071952164173126,0.7106661200523376
 What is a central component of tantric Buddhism?,Asceticism,Bodily pleasure,Music,Sexual union,D,False,0.10072073340415955,0.028856974095106125,0.6567816734313965,0.21322578191757202
" How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?",Loving and forgiving,Wrathful and merciful,Judging and vengeful,Transcendent and immanent,B,False,0.19920091331005096,0.011238145641982555,0.6952794790267944,0.09409584105014801
" After the Bar Kochba revolt, where were the two main centres for Jewish development?",Palestine and Babylonia,Babylonia and Europe,Palestine and Spain,Spain and France,A,False,0.0410832017660141,0.021990252658724785,0.7282171845436096,0.20863771438598633
" In addition to Jainism, which other tradition began as a world-renouncing movement?",Buddhism,Hinduism,Judaism,Islam,A,False,0.2774241864681244,0.03313359245657921,0.5873069763183594,0.10205863416194916
"According to Hindu tradition, which age are we in currently?",Kali yuga,Maha yuga,Krita yuga,Satya yuga,A,False,0.10036446154117584,0.004409706685692072,0.24076184630393982,0.6544584631919861
" In the Zoroastrian tradition, the term Gathas refers to which of the following?",Hymns,Laws,Ethics,Myths,A,False,0.18534377217292786,0.028423389419913292,0.7330488562583923,0.053101882338523865
Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?,Pure Land,Tendai,Shingon,Soto Zen,A,False,0.23554714024066925,0.02190929464995861,0.3024485111236572,0.44005995988845825
" According to Hindu tradition, who is considered to be the ideal wife?",Sita,Rama,Kali,Durga,A,False,0.08986956626176834,0.03746321424841881,0.35544106364250183,0.5171636939048767
Who is the woman mystic who exemplified the all-consuming love of the divine?,Rumi,Rabi'a,Fatimah,Khadija,B,False,0.02070826292037964,0.007618144620209932,0.28586873412132263,0.6857634782791138
 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?,Andal,Devi,Ganga,Kali,A,False,0.03325922042131424,0.020172737538814545,0.2784760594367981,0.6680293083190918
 Who is associated with the stigmata and preaching to birds?,Paul of Tarsus,Clare of Assisi,Francis of Assisi,John of the Cross,C,False,0.0288098007440567,0.005672986153513193,0.3097345530986786,0.6557080149650574
" In his final work, Laws, Plato shifted from cosmology to which of the following issues?",Epistemology,Morality,Religion,Aesthetics,B,False,0.01913142204284668,0.00703805685043335,0.9218035936355591,0.052004601806402206
 Which Christian denomination promotes a stripped-down Christianity?,Greek Orthodox,Roman Catholic,Puritans,Quakers,D,False,0.08737927675247192,0.02503458596765995,0.4437486231327057,0.4437486231327057
 Rome claimed that their bishop (pope) was the director successor of which leader?,Peter,Paul,Jesus,Matthew,A,False,0.19450107216835022,0.05572549253702164,0.46658381819725037,0.28299739956855774
When was the current Dalai Lama born?,1935,2000,1965,1975,A,False,0.1259552389383316,0.0463363379240036,0.38796940445899963,0.4396269619464874
" According to Jaina traditions, who were the caityavasis?",Householders who supported renouncers,Orthodox interpreters of the scriptures,Women ascetics who lived in communities,Temple-dwelling renouncers,D,False,0.022616125643253326,0.008320007473230362,0.5147406458854675,0.4542570412158966
"Zhuangzi describes a state as ziran, which means which of the following?",Thoughtfulness,Non-action,Spontaneity,Meditation,C,True,0.3578691780567169,0.03328702226281166,0.4595131278038025,0.14918206632137299
" The mudras, which are an important feature of Buddhist art, are also known as what?",hand gestures,saints,religious clothing,temples,A,False,0.2783820629119873,0.04837554693222046,0.35744962096214294,0.31544819474220276
 The Maccabean Revolt is associated with which ruler?,Julius Caesar,Alexander the Great,Cyrus of Persia,Antiochus IV Epiphanes,D,False,0.24780258536338806,0.06265430897474289,0.40855738520622253,0.2807971239089966
 How old was Guru Nanak when he started to preach the message of the divine Name?,30,40,33,52,A,False,0.02075880765914917,0.03422548994421959,0.4724682569503784,0.4724682569503784
The widely adored Egyptian goddess Hathor was depicted as which of the following?,Serpent,Eagle,Cheetah,Cow,D,False,0.5172675848007202,0.08988762646913528,0.2443399280309677,0.148199662566185
What does the phrase Guru-Panth mean within the Sikh traditions?,Community,Scripture,Worship,Apprenticeship,A,False,0.01602794975042343,0.018162045627832413,0.284102201461792,0.6815257668495178
 After what event did the Rabbinical period begin within Judaism?,Construction of the Second Temple,Destruction of the Second Temple,The Christianization of the Roman Empire,The emergence of Islam,B,False,0.291445791721344,0.10721691697835922,0.3742237985134125,0.22697821259498596
Which monk developed Pure Land Buddhism as we know it today?,Genshin,Dogen,Honen,Shinran,C,True,0.07835954427719116,0.03266511857509613,0.579003095626831,0.30991801619529724
Which is the largest Muslim country in the world with more than 200 million adherents?,Pakistan,Iraq,Indonesia,Turkey,C,True,0.1894785463809967,0.037310536950826645,0.5836350321769714,0.1894785463809967
Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?,Gregory,Augustine,Athanasius,Francis,A,False,0.04836582392454147,0.025888361036777496,0.1688133180141449,0.7565687894821167
"Which of the following does the term ""Arhats"" refer to?",Enlightened being,Worthy ones,Saintly ones,Sages,A,True,0.5228531956672668,0.08018214255571365,0.14979995787143707,0.24697838723659515
Which Guru was martyred when he refused to embrace Islam?,Guru Ram Das,Guru Tegh Bahadur,Guru Gobind Singh,Guru Har Rai,B,False,0.04678429663181305,0.006331566255539656,0.5029785633087158,0.44387704133987427
 Which Guru donned the two swords symbolling temporal and spiritual authority?,Guru Nanak,Guru Arjan,Guru Hargobind,Guru Ram Das,C,True,0.09272831678390503,0.02069048583507538,0.470913290977478,0.41557949781417847
 Where is the key to liberation found within Sikhism?,In the community,In faith in God,In ascetic renunciation,In the life of the householder,D,False,0.46537691354751587,0.1333327293395996,0.31984856724739075,0.0808703750371933
Which is one of the most fundamental themes of Japanese culture and civilization?,God is eternal and merciful to those who offer worship,Humans can align themselves with life energy through worship of kami,Justice will be the final outcome in the next world,Power and force are the most divine attributes,A,False,0.3607586920261383,0.04308648034930229,0.5249007940292358,0.07103759795427322
 Which goddess is worshipped during the festival of Divali?,Durga,Sri Lakshmi,Kali,Mahavira,B,False,0.16073068976402283,0.013193577527999878,0.561005175113678,0.2650001049041748
 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?,China,Silla,Goguryeo,Joseon,B,False,0.04817652702331543,0.009486519731581211,0.6650564074516296,0.2772367596626282
 To whom is the Yoga Sutras attributed?,Madhva,Patanjali,Ramanuja,Aryabhatta,B,False,0.13112115859985352,0.012196168303489685,0.6658881902694702,0.1907801777124405
 Which of the following does NOT describe the Ka'ba?,It was visited by Moses.,It is a haram.,It was built by Abraham.,It is a square building.,A,False,0.1474047154188156,0.02561509795486927,0.5144929885864258,0.3120557963848114
Which elephant-headed Hindu deity is often described as the most beloved?,Parvati,Ganesha,Vishnu,Sita,B,False,0.09465888887643814,0.030731240287423134,0.25730952620506287,0.6172534823417664
Sacred literature originated with which of the following jina?,Sri Lakshmi,Mahavira,Rsabha,Nanak,C,False,0.4202699065208435,0.030444247648119926,0.0730319619178772,0.47622817754745483
 Who is the author of Admonitions for Women?,Ban Zhao,Laozi,Menicus,Liu Xiang,A,False,0.18701201677322388,0.03249781206250191,0.5083513259887695,0.27210086584091187
How many female renouncers were under the tutelage of Chandanbala?,"36,000","12,000","24,000","7,000",A,False,0.37296852469444275,0.06481220573186874,0.47890105843544006,0.08322051912546158
"According to the Sikh tradition, the Mul Mantar illuminates the nature of what?",Ultimate Reality,The gurus,The community,Sikh worship,A,False,0.13798680901527405,0.02397851087152958,0.5457484126091003,0.2921180725097656
 What term refers the divine order as an ell-embracing higher principle in Sikhism?,Sansar,Hukam,Mantar,Karam,B,False,0.057201776653528214,0.027020206674933434,0.37300246953964233,0.5427153706550598
 How many books are in the New Testament?,30,29,27,47,C,False,0.07062883675098419,0.09068921208381653,0.31653648614883423,0.5218804478645325
Which form of Buddhism focuses on social engagement that attracts lay participation?,Zen Buddhism,Chan Buddhism,Humanistic Buddhism,Pure Land Buddhism,C,True,0.18314146995544434,0.017034808173775673,0.4978300631046295,0.3019492030143738
 What was one of the distinctive beliefs or practices of the southerners (Digambara)?,They worshipped exclusively outside of the temple,They believed that nakedness was an elemental expression of non-attachment,They included women within the ranks of the leadership,They believed that the omniscient Jina must eat and sleep,B,False,0.09939511120319366,0.041434045881032944,0.6481375098228455,0.2104194462299347
The central prayer in Jainism is known by which of the following names?,Namokar Mantra,The Liberation Mantra,Ahimsa,Archaryas,A,False,0.369894415140152,0.0567251481115818,0.41914528608322144,0.15419495105743408
When did the first Jaina temples appear?,Second century CE,Fifth century CE,Fifth century BCE,Eighteenth century CE,B,False,0.18045416474342346,0.031358227133750916,0.4905252158641815,0.2975185811519623
How many Jinas have appeared during our age?,7,42,24,13,C,True,0.2568795680999756,0.08339659124612808,0.32983991503715515,0.32983991503715515
The title Dalai Lama means which of the following?,Ocean of Love,Lover of Wisdom,Ocean of Wisdom,Stillness of Love,C,True,0.10369904339313507,0.04898396134376526,0.676202654838562,0.17097081243991852
"Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?",Parvati,Sita,Sri (Lakshmi),Sarasvati,C,False,0.12181448936462402,0.021168185397982597,0.3752150535583496,0.4817856550216675
What is bhakti often translated as?,Gods,Yoga,Devotion,Religion,C,False,0.24674277007579803,0.029469221830368042,0.3168239891529083,0.40681004524230957
" Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?",Vishnu,Ganesha,Sarasvati,Indra,C,False,0.15355151891708374,0.023547889664769173,0.2868720293045044,0.5359474420547485
 What is the name of the Jewish prayer used for mourning since the Middle Ages?,The Shema,The Kaddish,The K'nesset,The Kippah,B,False,0.3457435071468353,0.07714579999446869,0.1850631833076477,0.39177873730659485
Krishna and Rama are incarnations of which Hindu god?,Shiva,Vishnu,Brahma,Ganesha,B,False,0.3477138578891754,0.04152849689126015,0.4464734196662903,0.16424840688705444
 The kshatriyas is the caste name assigned to which group?,Priests,Servants,"Rulers, warriors",Merchants,C,False,0.6010349988937378,0.02992377057671547,0.25054866075515747,0.1183508038520813
When was the Old Babylonian version of Gilgamesh modified into the standard version?,Toward the end of the first millennium BCE,Towards the middle of the first millennium BCE,Toward the end of the second millennium BCE,Toward the middle of the second millennium BCE,C,True,0.03606971725821495,0.028091123327612877,0.9302502870559692,0.005531469825655222
 What is the meaning ofsamyak jnanawithin the Jaina traditions?,Correct knowledge,Correct practice,Correct intiution,Correct belief,C,False,0.5167384743690491,0.05446383357048035,0.3134177327156067,0.11529994010925293
 What type of Buddhist organization is the Bodu Bala Sena?,Activist and militant organization in Sri Lanka,Ecumenical organization in India,Modern organization in the United States,Peacekeeping organization in Japan,A,False,0.10862299054861069,0.005408020690083504,0.6250821948051453,0.26057302951812744
Which mystic believed that evil was a distortion that reveals divine love more clearly?,Julian of Norwich,Catherine of Siena,Teresa of Avila,John of the Cross,A,False,0.02012285590171814,0.008388455025851727,0.21634109318256378,0.7551046013832092
"In the Jaina traditions ""bad karma"" is known by which of the following terms?",Paap,Punya,Pudgala,Akash,A,False,0.08979056775569916,0.04806142672896385,0.5855080485343933,0.27657440304756165
 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?,Obon,Mikoshi,Omizutori,Tanabata,A,False,0.261561781167984,0.04545262083411217,0.4312424659729004,0.261561781167984
"What does ""Mahavira"" mean?","""Great Hero""","""Master""","""The Lesser One""","""Mendicant""",A,False,0.28254151344299316,0.038237836211919785,0.5278570652008057,0.15123358368873596
 What does the Tripitaka mean?,Three gems,Three baskets,Three bodhisattvas,Three buddhas,B,False,0.12655699253082275,0.021992309018969536,0.20865720510482788,0.642709493637085
Where is the largest network of Confucian shrines in the world?,Indonesia,China,Korea,Singapore,C,True,0.27347907423973083,0.07835306227207184,0.5789551734924316,0.06914633512496948
" Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?",Female princesses,Female warriors,Female goddesses,Female poets,D,False,0.1929112672805786,0.07096808403730392,0.6733264327049255,0.06262911111116409
 What is the title for the religious and administrative leaders who succeeded the Prophet?,Rasul,Nabi,Caliph,Mahdi,C,False,0.03131898120045662,0.02439124509692192,0.2314177006483078,0.7128167152404785
Which of the following is NOT included in the Islamic understanding of jurisprudence?,Consensus,Personal reasoning,Interpretation,Divine inspiration,D,False,0.013148133642971516,0.013148133642971516,0.8134462237358093,0.1601770520210266
Why is Mahavira a significant person in the Jaina traditions?,He is the last of the ascetic prophets.,He is the first of the ascetic prophets,He is the most learned of the ascetic prophets,He is the most holy of the ascetic prophets,A,False,0.12613974511623383,0.015065244399011135,0.8225345015525818,0.03613964468240738
 The Tibetan Book of the Dead is also known as which of the following?,Bardo Thodol,Bardo Ngawang,Bardo Gyaltsen,Bardo Chogye,A,False,0.3752392530441284,0.021169548854231834,0.5459698438644409,0.05754479765892029
" Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?",Deepavali,Holi,Diwali,Navaratri,A,False,0.3525316119194031,0.10100200027227402,0.39947065711021423,0.14695705473423004
What hours are set aside as the ambrosial hours for the Sikhs?,5–7 a.m.,9–11 p.m.,3–6 p.m.,3–6 a.m.,D,False,0.15637144446372986,0.01867590844631195,0.7941197752952576,0.03079136461019516
 Self-sacrifice is an important theme for which Buddhist thinker?,Thich Nhat Hanh,The Dalai Lama,Daisetsu T. Suzuki,Shaku Soyen,A,False,0.23491434752941132,0.040821995586156845,0.723587155342102,0.0006598260952159762
 How many times a day is the Fatihah recited?,Exactly 17,At least 17,At least 13,Exactly 24,B,False,0.1651359647512436,0.11349616199731827,0.27226313948631287,0.44888603687286377
"Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?",Conservative,Reformed,Reconstructionism,Orthodox,A,False,0.13365250825881958,0.015962516888976097,0.17161321640014648,0.6787434816360474
" What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?",Khalsa,Rahit,Panj Kakke,Shabad,A,False,0.309917688369751,0.032665085047483444,0.078359454870224,0.5790024399757385
Who is the founder of Sikhism?,Guru Gobind Singh,Guru Nanak,Guru Kabir,Guru Hargobind,B,False,0.056682173162698746,0.0076710982248187065,0.6093907952308655,0.32618340849876404
Which term is usually associated with women in Hindu traditions?,Polluted,Ideal,Auspiciousness,Kind,C,True,0.08703159540891647,0.0411108173429966,0.5675172805786133,0.30377012491226196
What is another name for Enuma Elish?,Epic of Creation,Epic of Destruction,Epic of Egypt,Epic of Origins,A,False,0.24760128557682037,0.02609698288142681,0.3179263472557068,0.40822550654411316
 What was the most important female-centered festival in cities throughout Greece?,Thesmophoria,Oracle Days,Isthmian Games,Feast of Athrodite,A,False,0.28840136528015137,0.09363021701574326,0.4196214973926544,0.19821517169475555
Speaking in tongues is a feature of which Christian denomination?,Evangelicalism,Pietism,Pentecostalism,Fundamentalism,C,True,0.20587876439094543,0.03577636554837227,0.49387750029563904,0.26435357332229614
 Charism can be defined as which of the following?,An oil,Prophecy,A spiritual gift,Authority,C,True,0.12922191619873047,0.07837704569101334,0.5791324377059937,0.2130509316921234
" In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,C,False,0.02315623313188553,0.015915028750896454,0.19388476014137268,0.7668290734291077
"In Tendai Buddhism, what does the term honji mean?",Trace,Original ground,Manifestation,True sign,B,False,0.08191504329442978,0.026593919843435287,0.28591158986091614,0.6052748560905457
 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?,Hizmet,Nation of Islam,Muslim Brotherhood,Sufism,A,False,0.13202744722366333,0.029459305107593536,0.5917059779167175,0.24665974080562592
For whom are the Hindu Vedas most significant?,Brahmins,Kshatriyas,Shiva,Yogis,A,False,0.17827583849430084,0.01658223569393158,0.4276615083217621,0.377409964799881
" According to the Korean foundation myth, who transformed into a human in order to father Dangun?",Hwanin,Hwanung,Joseon,Yi,B,False,0.015741851180791855,0.008426006883382797,0.7584848999977112,0.21730957925319672
" In Buddhism, what are ordained women known as?",Bhikshus,Bhikshunis,The Sangha,Arhats,B,False,0.0492078959941864,0.00968960952013731,0.4120126962661743,0.5290347933769226
 What is the name of the most authoritative Kabbalah text?,Gemarah,Midrash,Zohar,Septuagint,C,False,0.5819987058639526,0.11460233479738235,0.21410538256168365,0.08925239741802216
 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?,Dao,Xunzi,Mencius,Confucius,C,True,0.2162407785654068,0.04824983328580856,0.45778170228004456,0.2776586413383484
 Which of the following does the Qur'an permit?,Honor Killing,Stoning,Adultery,Polygyny,D,True,0.1859866976737976,0.11280663311481476,0.3066402077674866,0.39373382925987244
 Which is the main form of Buddhism in Sri Lanka?,Theravada,Mahayana,Pure Land,Zen,A,False,0.23019684851169586,0.004777583293616772,0.43006429076194763,0.33493441343307495
 Which leader is known for spreading the dharma of non-violence?,Ngo Dinh Diem,The Dalai Lama,Siddhartha,Ashoka,D,False,0.06590361893177032,0.035275667905807495,0.8028704524040222,0.09588920325040817
What are the two sacraments that all Christians celebrate?,Baptism and Eucharist,Baptism and Ordination,Eucharist and Marriage,Eucharist and Confession,A,False,0.08893632143735886,0.012036222964525223,0.24175401031970978,0.657155454158783
What is the most important festival for Sikhs?,Holi,Divali,Baisakhi Day,Hola Mahalla,C,False,0.454891562461853,0.02566322684288025,0.24348591268062592,0.27590566873550415
 Who declared Muhammad a prophet?,Khadijah,Gabriel,Waraqah,Abu Bakr,C,False,0.037538204342126846,0.017731793224811554,0.19063472747802734,0.753974974155426
The Jataka tales are a collection of which genre of stories?,Life stories,Warrior stories,Birth stories,Hero stories,C,True,0.31792014837265015,0.02609647437930107,0.40821754932403564,0.24759647250175476
 Which of the following is the timespan for Japan's closure to Christianity and Europe?,1749-1945,1052-1616,1641-1853,1517-1870,C,True,0.3496739864349365,0.036855366080999374,0.5765148997306824,0.036855366080999374
" In Yiddish, what is the word for covenant?",Haggadah,Halakhah,Brit,Bris,D,True,0.11883226037025452,0.08167213946580887,0.19592128694057465,0.6034800410270691
"According to the Sumerian King List, where does kingship come from?",Through initiation into the mystery cults,By military victories,Direct lineage of ancestors,Descends from heaven,D,False,0.20943014323711395,0.07704503834247589,0.5692901015281677,0.1439390778541565
What is the name of the Hindu community associated with environmental activism?,Puranas,Bishnoi,Rajasthan,Jambho,B,False,0.03595402091741562,0.014987866394221783,0.3865422010421753,0.5624155402183533
