0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
"Find the degree for the given field extension Q(sqrt(2), sqrt(3), sqrt(18)) over Q.",0,4,2,6,B,False,4.1397444761059887e-07,3.6533117508952273e-07,4.1397444761059887e-07,2.215845711361908e-07
"Let p = (1, 2, 5, 4)(2, 3) in S_5 . Find the index of <p> in S_5.",8,2,24,120,C,False,3.692139500799385e-07,2.8754411118825374e-07,3.692139500799385e-07,1.7440433452975412e-07
Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^5 + 3x^3 + x^2 + 2x in Z_5,0,1,"0,1","0,4",D,False,2.5376357370987535e-07,1.9763128022987075e-07,2.2394557674942916e-07,1.1986944059572124e-07
"Statement 1 | A factor group of a non-Abelian group is non-Abelian. Statement 2 | If K is a normal subgroup of H and H is a normal subgroup of G, then K is a normal subgroup of G.","True, True","False, False","True, False","False, True",B,False,1.1473931635919143e-06,8.935907089835382e-07,8.935907089835382e-07,4.783046279044356e-07
"Find the product of the given polynomials in the given polynomial ring. f(x) = 4x - 5, g(x) = 2x^2 - 4x + 2 in Z_8[x].",2x^2 + 5,6x^2 + 4x + 6,0,x^2 + 1,B,False,2.875580946692935e-07,2.239504794943059e-07,2.537691159432143e-07,1.5391876218018297e-07
"Statement 1 | If a group has an element of order 15 it must have at least 8 elements of order 15. Statement 2 | If a group has more than 8 elements of order 15, it must have at least 16 elements of order 15.","True, True","False, False","True, False","False, True",A,True,9.010080361804285e-07,7.017057441771613e-07,7.017057441771613e-07,3.755960165108263e-07
Statement 1 | Every homomorphic image of a group G is isomorphic to a factor group of G. Statement 2 | The homomorphic images of a group G are the same (up to isomorphism) as the factor groups of G.,"True, True","False, False","True, False","False, True",A,True,8.935931532505492e-07,6.959310780985106e-07,6.959310780985106e-07,3.7250504192343215e-07
Statement 1 | A ring homomorphism is one to one if and only if the kernel is {0}. Statement 2 | Q is an ideal in R.,"True, True","False, False","True, False","False, True",D,False,1.0125892231371836e-06,7.886052912908781e-07,8.936069093579135e-07,4.783133249475213e-07
Find the degree for the given field extension Q(sqrt(2) + sqrt(3)) over Q.,0,4,2,6,B,False,4.183093267329241e-07,4.183093267329241e-07,4.7400661173924163e-07,2.239048626506701e-07
Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^3 + 2x + 2 in Z_7,1,2,"2,3",6,C,False,2.5373535095241095e-07,1.9760929603762634e-07,2.2392066512111342e-07,1.1985609660314367e-07
"Statement 1 | If H is a subgroup of G and a belongs to G then |aH| = |Ha|. Statement 2 | If H is a subgroup of G and a and b belong to G, then aH and Hb are identical or disjoint.","True, True","False, False","True, False","False, True",C,False,1.1475059409349342e-06,7.886685011726513e-07,8.936785320656782e-07,4.783516374118335e-07
"If A = {1, 2, 3} then relation S = {(1, 1), (2, 2)} is",symmetric only,anti-symmetric only,both symmetric and anti-symmetric,an equivalence relation,C,False,2.2393521703634178e-07,1.744009381354772e-07,1.744009381354772e-07,1.0577951314871825e-07
"Find the order of the factor group (Z_11 x Z_15)/(<1, 1>)",1,2,5,11,A,True,3.203888638836361e-07,2.8274214969314926e-07,2.8274214969314926e-07,1.5134096997826418e-07
The polynomial x^3 + 2x^2 + 2x + 1 can be factored into linear factors in Z_7[x]. Find this factorization.,(x − 2)(x + 2)(x − 1),(x + 1)(x + 4)(x − 2),(x + 1)(x − 4)(x − 2),(x - 1)(x − 4)(x − 2),C,False,3.6670945746664074e-07,2.855936145351734e-07,2.855936145351734e-07,1.7322129508556827e-07
Find the maximum possible order for an element of S_n for n = 10.,6,12,30,105,C,True,3.6916145518262056e-07,3.2578387276771537e-07,4.1831472685771587e-07,1.9759789893214474e-07
Statement 1 | R is a splitting field of some polynomial over Q. Statement 2 | There is a field with 60 elements.,"True, True","False, False","True, False","False, True",B,False,1.012583766168973e-06,7.886010280344635e-07,8.936020208238915e-07,4.783107101502537e-07
"The inverse of -i in the multiplicative group, {1, -1, i , -i} is",1,-1,i,-i,C,False,2.536789338591916e-07,2.2387087028619135e-07,2.536789338591916e-07,1.3578456048435328e-07
"Compute the product in the given ring. (2,3)(3,5) in Z_5 x Z_9","(1,1)","(3,1)","(1,6)","(3,6)",C,False,1.9632408054803818e-07,1.7325541534773947e-07,1.7325541534773947e-07,1.0508470893455524e-07
The set of all real numbers under the usual multiplication operation is not a group since,multiplication is not a binary operation,multiplication is not associative,identity element does not exist,zero has no inverse,D,False,1.753050895558772e-07,1.547061856399523e-07,1.547061856399523e-07,9.383404631080339e-08
Statement 1| Every group of order p^2 where p is prime is Abelian. Statement 2 | For a fixed prime p a Sylow p-subgroup of a group G is a normal subgroup of G if and only if it is the only Sylow p-subgroup of G.,"True, True","False, False","True, False","False, True",A,True,1.0125668268301524e-06,8.935870710047311e-07,7.885878403612878e-07,4.221006122406834e-07
"Statement 1 | For finite groups G and H, |G + H| = |G||H|. (G + H is the internal direct product.) Statement 2 | If r divides m and s divides n then Z_m + Z_n has a subgroup isomorphic to Z_r + Z_s.","True, True","False, False","True, False","False, True",A,True,7.951732072797313e-07,6.192815362737747e-07,6.192815362737747e-07,3.3147753697448934e-07
