0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.1510409265756607,0.36232835054397583,0.28218162059783936,0.09161095321178436
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.1986122578382492,0.37105652689933777,0.3274562358856201,0.09381778538227081
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.1783255636692047,0.42778080701828003,0.2594621777534485,0.08423502743244171
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.35250410437583923,0.3110837936401367,0.27453047037124634,0.0477062426507473
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.2727428376674652,0.4496769309043884,0.1874532252550125,0.07814212888479233
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,False,0.30322182178497314,0.1432318389415741,0.4411851465702057,0.11154907196760178
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.1344936490058899,0.3655916452407837,0.4142695963382721,0.07198925316333771
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.20676326751708984,0.43771782517433167,0.18246792256832123,0.16102740168571472
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.24472352862358093,0.3560706377029419,0.3142312169075012,0.06187579035758972
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,True,0.13505861163139343,0.36712729930877686,0.36712729930877686,0.11918878555297852
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.22261248528957367,0.3670259118080139,0.252252995967865,0.04383499547839165
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.1212841346859932,0.25675851106643677,0.47968804836273193,0.13743293285369873
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.060086652636528015,0.20972301065921783,0.5030993819236755,0.20972301065921783
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.10717693716287613,0.29133713245391846,0.423893004655838,0.17670489847660065
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.21413689851760864,0.45332780480384827,0.27495720982551575,0.03721141070127487
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.14503322541713715,0.3479166328907013,0.30703532695770264,0.09967978298664093
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.28597143292427063,0.41608598828315735,0.19654510915279388,0.07230489701032639
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.2369857281446457,0.4427476227283478,0.18456466495990753,0.036342937499284744
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.15669766068458557,0.48266279697418213,0.25835078954696655,0.09504193067550659
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,True,0.2723722457885742,0.30863821506500244,0.30863821506500244,0.060774460434913635
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.21163152158260345,0.4480239152908325,0.23980993032455444,0.07785487920045853
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.2194422483444214,0.319286584854126,0.36179909110069275,0.09147713333368301
