0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
"As of 2016, about what percentage of adults aged 18 years or older were overweight?",10%,20%,40%,80%,C,False,0.15833638608455658,0.3798292577266693,0.29581132531166077,0.10882290452718735
What was GDP per capita in the United States in 1850 when adjusting for inflation and PPP in 2011 prices?,About $300,About $3k,About $8k,About $15k,B,True,0.18244317173957825,0.3862321972846985,0.3408487141132355,0.08618005365133286
"As of 2019, about what percentage of people from the United States says homosexuality should be accepted by society?",52%,62%,72%,82%,C,False,0.16622577607631683,0.45184844732284546,0.2740599513053894,0.088974229991436
Which of the following countries generated the most total energy from solar sources in 2019?,China,United States,Germany,Japan,A,True,0.31727567315101624,0.31727567315101624,0.31727567315101624,0.04293859377503395
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in Japan?",by 5 fold,by 10 fold,by 15 fold,by 20 fold,C,False,0.261390745639801,0.48834216594696045,0.17965106666088104,0.066089928150177
What is the biggest cause of death in children under five years old (as of 2017)?,Lower respiratory infections,Preterm birth complications,Diarrheal diseases,Malaria,A,False,0.2864914834499359,0.135329008102417,0.47234460711479187,0.10539433360099792
"As of 2019, about what percentage of the global population does not have access to safe drinking water?",10%,20%,30%,40%,C,True,0.14183251559734344,0.3402385115623474,0.4368748962879181,0.07591746747493744
About what percentage of survey respondents from India report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,29%,49%,69%,89%,C,False,0.20820654928684235,0.44077324867248535,0.18374162912368774,0.16215144097805023
"As of 2017, what fraction of the population in Brazil used the internet in the past three months?",18%,38%,58%,78%,C,False,0.21502070128917694,0.4017115533351898,0.31285327672958374,0.06160446256399155
"As of 2017, what fraction of the population in India used the internet in the past three months?",11%,26%,41%,56%,B,False,0.11784673482179642,0.3629934787750244,0.41132551431655884,0.10399937629699707
"As of 2018, about what percentage of Indians say that having an increasing number of people of many different races, ethnic groups and nationalities in their country makes it a better place to live (as opposed to worse or no difference)?",23%,38%,53%,68%,D,False,0.21763944625854492,0.40660399198532104,0.2794545888900757,0.04856192320585251
"As of 2019, about what percentage of the world population lives in extreme poverty (less than $1.90 a day)?",5%,10%,15%,25%,B,False,0.1123524159193039,0.23785006999969482,0.5035285949707031,0.144263356924057
"As of 2020, about what percentage of the world population practices open defecation?",2%,4%,9%,18%,C,True,0.05527922883629799,0.21863359212875366,0.5244747400283813,0.1929434984922409
Which of the following is not an element of the redistribution-with-growth policy approach?,minimum wage legislation,land reform,progressive taxation,increased access to education,A,False,0.09063659608364105,0.2791803777217865,0.4602906405925751,0.16933147609233856
About what percentage of the global population was literate in 1950?,36%,56%,76%,96%,B,True,0.21859103441238403,0.4627572000026703,0.2806764245033264,0.029583077877759933
"As of 2016, about what percentage of adults aged 18 years or older were obese?",6%,13%,27%,46%,B,True,0.13417114317417145,0.36471495032310486,0.36471495032310486,0.10449258238077164
"As of 2019, about what percentage of Germans say the relationship between the U.S. and Germany is good?",34%,49%,64%,79%,A,False,0.2832459509372711,0.41212040185928345,0.2205921709537506,0.0716157853603363
"As of 2017, what percentage of Americans live in urban areas?",62%,72%,82%,92%,C,False,0.2534622550010681,0.4735298156738281,0.19739659130573273,0.03430238738656044
What was GDP per capita in the United States in 1950 when adjusting for inflation and PPP in 2011 prices?,About $3k,About $8k,About $15k,About $30k,C,False,0.15743494033813477,0.4849337339401245,0.2595663368701935,0.09548910707235336
"In 2016, about how many people in the United States were homeless?","55,000","550,000","5,500,000","55,000,000",B,True,0.28423741459846497,0.32208317518234253,0.32208317518234253,0.055969659239053726
In 1965 how many Americans thought that sending troops to Vietnam was a mistake?,25%,45%,65%,85%,A,False,0.19634024798870087,0.47099578380584717,0.2521058917045593,0.0722295418381691
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",24%,44%,64%,84%,A,False,0.2080676257610321,0.3027365803718567,0.3887214660644531,0.09828418493270874
"In 1997, the World Bank found that the fraction of the world’s population living in low and lower-middle income countries—that is, countries with per capita incomes of $1230 or less—was approximately",25%,40%,55%,75%,D,False,0.2380823791027069,0.39253148436546326,0.269782692193985,0.09924750030040741
"As of 2015, agriculture made up about what percentage of total Indian GDP?",8%,16%,32%,64%,B,True,0.2432273030281067,0.35389360785484314,0.27561262249946594,0.11489243805408478
Which of the following is true as of 2020?,males are more likely to have depression and are more likely to have an alcohol use disorder than females.,females are more likely to have depression and are more likely to have an alcohol use disorder than males.,males are more likely than females to have depression while females are more likely than males to have an alcohol use disorder.,females are more likely than males to have depression while males are more likely than females to have an alcohol use disorder.,D,False,0.2680467665195465,0.14347508549690247,0.5007772445678711,0.08702202886343002
"As of 2019, about what percentage of people from Brazil says homosexuality should be accepted by society?",37%,47%,57%,67%,D,False,0.18140219151973724,0.4351612627506256,0.2990816831588745,0.06673414260149002
"As of 2017, the share of GDP spent on the military by Saudi Arabia is about",1%,3%,6%,10%,D,False,0.27078983187675476,0.306845098733902,0.306845098733902,0.11288201808929443
"As of 2019, about what share of electricity came from fossil fuels in the United States?",23%,43%,63%,83%,C,False,0.22956107556819916,0.4288765490055084,0.20258693397045135,0.12287519127130508
What is the percentage of children aged 13-15 in Egypt who reported being bullied at least once in the past couple of months as of 2015?,10%,30%,50%,70%,D,False,0.16848871111869812,0.3147783577442169,0.40418341755867004,0.10219357162714005
"As of 2018, about what percentage of US adults say criminal risk assessment for people up for parole is an unreasonable application of algorithmic decision making?",26%,41%,56%,71%,C,True,0.12419521063566208,0.3375975787639618,0.43348386883735657,0.09672332555055618
"In 2018, about how many chickens were killed for meat production?",690 million,6.9 billion,69 billion,690 billion,C,False,0.2220008224248886,0.41475212574005127,0.25155988335609436,0.07207310944795609
"In 2016, what percentage of the population of South Sudan had access to electricity?",9%,29%,59%,79%,A,False,0.18763746321201324,0.510051429271698,0.2126210778951645,0.07821892201900482
About what percentage of survey respondents from Mexico report having paid a bribe in the last year to access public services (such as education; judiciary; medical and health; police; registry and permit services; utilities; tax revenue and customs; and land service) as of 2017?,31%,51%,71%,91%,B,True,0.20033510029315948,0.4805789291858673,0.1560211330652237,0.1560211330652237
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in China?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,C,False,0.21785052120685577,0.46118953824043274,0.24685698747634888,0.0707257091999054
Ross Perot makes polling history by leading the presidential race briefly in June as a third-party candidate with 39%. He winds up with _% of the popular vote.,1,7,13,19,D,False,0.07788827270269394,0.4482160806655884,0.39554929733276367,0.07788827270269394
"As of 2019, about what percentage of Turks say God plays an important role in their life?",59%,69%,79%,89%,D,False,0.2596535086631775,0.3777936100959778,0.2291434109210968,0.10823968797922134
Which of the following was responsible for the most death in the 20th century?,Earthquakes,Volcanic activity,Wildfires,Floods,D,False,0.09237910807132721,0.152307391166687,0.6023874282836914,0.152307391166687
"What is the percentage of children aged 13-15 in the United States who reported being in a physical fight at school, one or more times during the past 12 months as of 2015?",15%,35%,55%,75%,B,False,0.22639520466327667,0.2906971871852875,0.37326258420944214,0.10694152861833572
"Controlling for inflation and PPP-adjustment, about how much did GDP per capita increase from 1950 to 2016 in South Korea?",by 4 fold,by 8 fold,by 16 fold,by 32 fold,D,False,0.25051912665367126,0.5303489565849304,0.1519475281238556,0.0633411556482315
"As of 2019, about what percentage of people from Turkey agree that the state is run for the benefit of all the people?",36%,51%,66%,81%,C,False,0.18275892734527588,0.49679023027420044,0.20709297060966492,0.09782379120588303
"As of 2015, what percentage of the global population over 15 years old was literate?",81%,86%,91%,96%,B,False,0.4243655204772949,0.3745012581348419,0.1561153680086136,0.03074093535542488
